"Locus Tag","Product","Pathway Name","Pathway Xref","Pathway Database","Version","ECO code","ECO term","PMID",""
"PA4047","GTP cyclohydrolase II","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4053","6,7-dimethyl-8-ribityllumazine synthase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4054","GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone 4-phosphate synthase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4055","riboflavin synthase alpha chain","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4056","riboflavin-specific deaminase/reductase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4088","glutamate-1-semialdehyde aminomutase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4150","probable dehydrogenase E1 component","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4151","acetoin catabolism protein AcoB","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4152","probable hydrolase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4180","probable acetolactate synthase large subunit","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4188","conserved hypothetical protein","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4212","phenazine biosynthesis protein PhzC","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4230","salicylate biosynthesis protein PchB","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4231","salicylate biosynthesis isochorismate synthase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4236","catalase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4329","pyruvate kinase II","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4333","probable fumarase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4351","OlsA","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4397","ketopantoate reductase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4402","glutamate N-acetyltransferase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4435","probable acyl-CoA dehydrogenase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4447","histidinol-phosphate aminotransferase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4448","histidinol dehydrogenase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4449","ATP-phosphoribosyltransferase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4470","fumarate hydratase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4519","ornithine decarboxylase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4557","LytB protein","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4561","riboflavin kinase/FAD synthase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4569","octaprenyl-diphosphate synthase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4602","serine hydroxymethyltransferase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4613","catalase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4626","glycerate dehydrogenase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4640","malate:quinone oxidoreductase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4645","probable purine/pyrimidine phosphoribosyl transferase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4655","ferrochelatase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4666","glutamyl-tRNA reductase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4669","isopentenyl monophosphate kinase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4670","ribose-phosphate pyrophosphokinase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4693","phosphatidylserine synthase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4694","ketol-acid reductoisomerase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4695","acetolactate synthase isozyme III small subunit","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4696","acetolactate synthase large subunit","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4729","3-methyl-2-oxobutanoate hydroxymethyltransferase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4730","pantoate--beta-alanine ligase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4731","aspartate 1-decarboxylase precursor","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4732","glucose-6-phosphate isomerase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4733","acetyl-coenzyme A synthetase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4748","triosephosphate isomerase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4759","dihydrodipicolinate reductase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4785","probable acyl-CoA thiolase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4829","dihydrolipoamide dehydrogenase 3","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4846","3-dehydroquinate dehydratase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4847","biotin carboxyl carrier protein (BCCP)","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4848","biotin carboxylase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4854","phosphoribosylaminoimidazolecarboxamide formyltransferase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4855","phosphoribosylamine--glycine ligase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4899","probable aldehyde dehydrogenase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4908","hypothetical protein","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4939","conserved hypothetical protein","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4945","delta 2-isopentenylpyrophosphate transferase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4957","phosphatidylserine decarboxylase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4975","NAD(P)H quinone oxidoreductase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4994","probable acyl-CoA dehydrogenase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5013","branched-chain amino acid transferase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5015","pyruvate dehydrogenase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5016","dihydrolipoamide acetyltransferase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5020","probable acyl-CoA dehydrogenase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5034","uroporphyrinogen decarboxylase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5035","glutamate synthase small chain","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5036","glutamate synthase large chain precursor","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5038","3-dehydroquinate synthase","Biosynthesis of secondary metabolites","pae01110","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
